Key,Source,Context,English
quest_FuriousRamsaySoldierTraining_Tier5_response,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsaySoldierTraining_Tier5_statement,Quests,Quests,"You get to go one on one against your trainer"

quest_FuriousRamsayTechnogeekTraining_Tier1_subtitle,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayTechnogeekTraining_Tier1_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier1_title,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayTechnogeekTraining_Tier1_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayTechnogeekTraining_Tier1_response,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayTechnogeekTraining_Tier1_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier2_subtitle,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayTechnogeekTraining_Tier2_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier2_title,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayTechnogeekTraining_Tier2_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayTechnogeekTraining_Tier2_response,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayTechnogeekTraining_Tier2_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier3_subtitle,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayTechnogeekTraining_Tier3_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier3_title,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayTechnogeekTraining_Tier3_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayTechnogeekTraining_Tier3_response,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayTechnogeekTraining_Tier3_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier4_subtitle,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayTechnogeekTraining_Tier4_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier4_title,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayTechnogeekTraining_Tier4_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayTechnogeekTraining_Tier4_response,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayTechnogeekTraining_Tier4_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier5_subtitle,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayTechnogeekTraining_Tier5_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayTechnogeekTraining_Tier5_title,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayTechnogeekTraining_Tier5_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayTechnogeekTraining_Tier5_response,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayTechnogeekTraining_Tier5_statement,Quests,Quests,"You get to go one on one against your trainer"

quest_FuriousRamsayMadmanTraining_Tier1_subtitle,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayMadmanTraining_Tier1_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier1_title,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayMadmanTraining_Tier1_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayMadmanTraining_Tier1_response,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayMadmanTraining_Tier1_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier2_subtitle,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayMadmanTraining_Tier2_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier2_title,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayMadmanTraining_Tier2_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayMadmanTraining_Tier2_response,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayMadmanTraining_Tier2_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier3_subtitle,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayMadmanTraining_Tier3_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier3_title,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayMadmanTraining_Tier3_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayMadmanTraining_Tier3_response,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayMadmanTraining_Tier3_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier4_subtitle,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayMadmanTraining_Tier4_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier4_title,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayMadmanTraining_Tier4_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayMadmanTraining_Tier4_response,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayMadmanTraining_Tier4_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier5_subtitle,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayMadmanTraining_Tier5_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayMadmanTraining_Tier5_title,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayMadmanTraining_Tier5_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayMadmanTraining_Tier5_response,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayMadmanTraining_Tier5_statement,Quests,Quests,"You get to go one on one against your trainer"

quest_FuriousRamsayBuilderTraining_Tier1_subtitle,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayBuilderTraining_Tier1_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier1_title,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayBuilderTraining_Tier1_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayBuilderTraining_Tier1_response,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayBuilderTraining_Tier1_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier2_subtitle,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayBuilderTraining_Tier2_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier2_title,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayBuilderTraining_Tier2_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayBuilderTraining_Tier2_response,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayBuilderTraining_Tier2_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier3_subtitle,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayBuilderTraining_Tier3_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier3_title,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayBuilderTraining_Tier3_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayBuilderTraining_Tier3_response,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayBuilderTraining_Tier3_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier4_subtitle,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayBuilderTraining_Tier4_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier4_title,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayBuilderTraining_Tier4_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayBuilderTraining_Tier4_response,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayBuilderTraining_Tier4_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier5_subtitle,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayBuilderTraining_Tier5_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayBuilderTraining_Tier5_title,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayBuilderTraining_Tier5_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayBuilderTraining_Tier5_response,Quests,Quests,"Personal Training (Tier 5)"
quest_FuriousRamsayBuilderTraining_Tier5_statement,Quests,Quests,"You get to go one on one against your trainer"

quest_FuriousRamsayChefTraining_Tier1_subtitle,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayChefTraining_Tier1_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier1_title,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayChefTraining_Tier1_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayChefTraining_Tier1_response,Quests,Quests,"Personal Training (Tier 1)"
quest_FuriousRamsayChefTraining_Tier1_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier2_subtitle,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayChefTraining_Tier2_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier2_title,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayChefTraining_Tier2_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayChefTraining_Tier2_response,Quests,Quests,"Personal Training (Tier 2)"
quest_FuriousRamsayChefTraining_Tier2_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier3_subtitle,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayChefTraining_Tier3_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier3_title,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayChefTraining_Tier3_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayChefTraining_Tier3_response,Quests,Quests,"Personal Training (Tier 3)"
quest_FuriousRamsayChefTraining_Tier3_statement,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier4_subtitle,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayChefTraining_Tier4_description,Quests,Quests,"You get to go one on one against your trainer"
quest_FuriousRamsayChefTraining_Tier4_title,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayChefTraining_Tier4_offer,Quests,Quests,"Do you feel like you have what it takes to take me on?\n\nI may be a little rusty but I still have a few tricks up my sleeve.\n\nLet's meet not too far from here and get this started shall we?"
quest_FuriousRamsayChefTraining_Tier4_response,Quests,Quests,"Personal Training (Tier 4)"
quest_FuriousRamsayChefTraining_Tier4_statement,Quests,Quests,"You get to go one on one against your trainer"
